index,Geography,01-Apr,May-17,18-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,<1-9999,"10,000-14,999","15,000-24,999","25,000-34,999","35,000-49,999","50,000-64,999","65,000-74,999",White,Latino,Black,Asian,migration rate,migration st. dev. ,unemployment rate,unemployment st. dev.,birth rate,birth st. dev,death rate,death st. dev.,01-Apr,May-17,18-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,<1-9999,"10,000-14,999","15,000-24,999","25,000-34,999","35,000-49,999","50,000-64,999","65,000-74,999",White,Latino,Black,Asian,Initial Population,Initial Amenities,Population Density,prop_of_pop_modeled,emp_density,world_side_size,prop_tertiary_job,prop_tertiary_people,pareto_alpha,job_1_amenity_effect,job_1_price_effect,job_2_amenity_effect,job_2_price_effect,vacant_amenity_effect,vacant_price_effect,hood_price_effect,hood_amenities_effect,real_modeled_population
98,"Kalamazoo, MI Urbanized Area",0.06036727,0.244148867,0.29100098,0.446570575,0.530740579,0.608075516,0.672250449,0.742122885,0.806734763,0.875189818,0.939524031,0.251269862,0.366101872,0.536537168,0.660478737,0.783691388,0.867089294,0.901105887,0.759417821,0.790453011,0.919737941,0.946851075,0.001628441,0.001139064,0.0944,0.019683496,0.012068406,0.000151501,0.008555237,0.000195096,0.056607727,0.172253957,0.278600376,0.604789466,0.728784151,0.799414938,0.845574522,0.884961464,0.914830663,0.950730699,0.974388849,0.389927055,0.542745299,0.722231538,0.818077012,0.905040141,0.948461442,0.96475884,0.724318853,0.761860593,0.913055927,0.943673275,400,43,1411,0.002152435,44,11,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,185836
99,"Kennewick--Pasco, WA Urbanized Area",0.076615556,0.314384781,0.344349049,0.421173283,0.504648476,0.587108035,0.666173242,0.732504996,0.80204093,0.873144516,0.939620186,0.178697395,0.27807575,0.449496781,0.579485042,0.71077077,0.801922583,0.848982795,0.635937598,0.76780699,0.785667431,0.813180934,0.005858716,0.004268996,0.0686,0.00523832,0.014651188,0.000286762,0.006870395,0.000171565,0.113300002,0.330548312,0.366227597,0.492378564,0.639879519,0.735051963,0.813425688,0.86913166,0.916521325,0.951325792,0.976136294,0.20635442,0.329976923,0.536945004,0.674586643,0.796541025,0.86385362,0.91007701,0.588554834,0.730731463,0.758002006,0.783313833,400,52,1899,0.002055942,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,194558
100,"Kenosha, WI--IL Urbanized Area",0.061628868,0.275104214,0.313567166,0.398688826,0.475093196,0.549931136,0.627248187,0.700716188,0.785656046,0.869624461,0.941437884,0.212562694,0.316439774,0.485056922,0.610574681,0.751844143,0.849841346,0.891082375,0.718473539,0.838046866,0.93353628,0.950013727,-0.003872609,0.000993489,0.1022,0.013702555,0.011173884,0.000164783,0.006571967,0.000204637,0.070070284,0.233119674,0.311679447,0.492134424,0.629384725,0.71199727,0.788274693,0.832951164,0.894425306,0.945628873,0.978115035,0.305216379,0.428115061,0.598648342,0.727410836,0.851913903,0.921782712,0.947850409,0.639583795,0.767746091,0.90580031,0.924265905,400,43,2127,0.003672757,44,7,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,108910
101,"Killeen, TX Urbanized Area",0.089421548,0.304727543,0.336447153,0.464453322,0.584301719,0.680280026,0.75834462,0.821743056,0.878690014,0.928726435,0.96812579,0.186157068,0.279205137,0.458542336,0.621360516,0.7913939,0.886173505,0.922936752,0.413617337,0.553103682,0.830945244,0.865999544,-0.001333178,0.004783061,0.117,0.007348469,0.017340485,0.000241152,0.006142208,0.000301907,0.103912686,0.277838269,0.310989481,0.52426228,0.702154343,0.807473443,0.87566189,0.920576436,0.946996947,0.971291633,0.987335783,0.193017934,0.293002937,0.495856334,0.682860751,0.858646064,0.933028868,0.954920392,0.444382297,0.572832135,0.847109247,0.872230941,400,62,2486,0.001896939,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,210866
102,"Kissimmee, FL Urbanized Area",0.057968681,0.263548021,0.293708253,0.375929076,0.466027802,0.550652282,0.631799947,0.719206686,0.80103139,0.879316629,0.943850903,0.207469192,0.338812158,0.54723903,0.698343329,0.84076384,0.915404378,0.941245781,0.341230489,0.739897348,0.836136063,0.884394115,0.01755391,0.001784799,0.0894,0.017269627,0.012730106,0.000211565,0.006092793,9.81E-05,0.082357319,0.265096678,0.292138089,0.402999217,0.548438737,0.653796398,0.725730875,0.808209339,0.87804973,0.927152604,0.962142026,0.251161314,0.38288885,0.603028879,0.749162206,0.884002857,0.94060663,0.962093235,0.308862498,0.722576345,0.822996445,0.859432057,400,71,1876,0.001347341,44,13,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,296881
103,"Knoxville, TN Urbanized Area",0.056907854,0.24601071,0.281077419,0.380144331,0.458609203,0.536541132,0.611676663,0.690757557,0.770015407,0.851888545,0.928590507,0.208583904,0.315265367,0.486887967,0.624672875,0.76569285,0.850569333,0.883519251,0.835575637,0.869456562,0.949516335,0.96773965,0.007173141,0.002169536,0.068,0.007127412,0.010964631,9.63E-05,0.009999793,0.000223363,0.067027709,0.212613988,0.269901374,0.471182635,0.603577159,0.699483386,0.769837775,0.827286603,0.880082971,0.927341396,0.969343176,0.298685011,0.423018141,0.611178511,0.738776269,0.856479308,0.910307839,0.930182359,0.802244326,0.838002195,0.930422709,0.95299323,400,55,1099,0.000830777,44,21,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,481477
104,"Lafayette, IN Urbanized Area",0.054896344,0.208038174,0.286651516,0.51411138,0.608790839,0.682686504,0.74147917,0.797682083,0.84880487,0.902983624,0.953410743,0.306754548,0.407011873,0.577555867,0.699368877,0.817691301,0.890762494,0.920545348,0.755922533,0.824902467,0.877070348,0.961544752,0.005300483,0.001090463,0.0706,0.011253444,0.012358886,0.00022693,0.005877735,6.52E-05,0.039970975,0.127274726,0.294603984,0.682307929,0.788768196,0.852535292,0.892822903,0.918435287,0.941228726,0.965803246,0.984115396,0.470482121,0.578719195,0.758963019,0.863603829,0.931333469,0.964694929,0.978876313,0.708989813,0.766687229,0.824705923,0.967259533,400,29,2135,0.002922972,44,8,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,136847
105,"Lafayette, LA Urbanized Area",0.064815529,0.26349019,0.295324827,0.388945797,0.484097152,0.570859892,0.644380637,0.711956121,0.785423368,0.864082523,0.93938974,0.210694169,0.318832088,0.484458989,0.606075032,0.737073385,0.829658087,0.867641184,0.641872741,0.673074764,0.95099977,0.971042398,0.000816194,0.003976651,0.0674,0.004882622,0.014311253,0.000365495,0.009182187,0.000227299,0.08153762,0.23990913,0.293591991,0.457336501,0.609924967,0.724209604,0.796636691,0.853397244,0.902447071,0.941047829,0.974690346,0.247078729,0.377736213,0.569436367,0.685176862,0.79948316,0.87717443,0.907847777,0.581868034,0.625520073,0.936709091,0.960563111,400,45,1277,0.001754024,44,13,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,228047
106,"Lake Charles, LA Urbanized Area",0.066873126,0.280266598,0.311412833,0.400614268,0.490173468,0.569506046,0.637565863,0.704772796,0.777157724,0.855976017,0.931369997,0.224982474,0.339187213,0.519063833,0.642628237,0.767694834,0.851140665,0.889304384,0.628219663,0.651015102,0.952087584,0.968503293,0.004116952,0.001751447,0.084,0.01109955,0.013928225,0.000203951,0.009723638,0.000166491,0.087008043,0.290480413,0.347802819,0.50587138,0.644009358,0.734564692,0.795174459,0.846021528,0.898963334,0.939527843,0.972875447,0.292077447,0.427425371,0.619010456,0.736305104,0.840091357,0.902962206,0.932033375,0.567127159,0.599047612,0.940104071,0.963258727,400,43,990,0.003194327,44,11,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,125222
107,"Lakeland, FL Urbanized Area",0.059920811,0.270367079,0.304788174,0.388760039,0.466685272,0.540889501,0.612293042,0.690351039,0.769049374,0.846481483,0.923079077,0.186988807,0.302273801,0.493901381,0.642903435,0.802522051,0.888700199,0.917082066,0.657907493,0.788499298,0.936724018,0.956675275,0.014763868,0.005068404,0.103,0.017538529,0.012234967,8.82E-05,0.008556097,0.000135236,0.078986818,0.27303696,0.323902817,0.456391833,0.576071336,0.654262083,0.726508142,0.797575601,0.859746705,0.908953218,0.958759369,0.246167492,0.371343041,0.587663538,0.748732353,0.875755784,0.931813142,0.948540173,0.617849315,0.754132134,0.935061759,0.946524492,400,71,1517,0.001806309,44,12,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,221446
108,"Lancaster, PA Urbanized Area",0.060870106,0.260708526,0.295749498,0.378377866,0.45795693,0.533674644,0.605849435,0.680464498,0.760931956,0.846370515,0.926945101,0.190821167,0.28919875,0.453810871,0.596822758,0.746395906,0.851290088,0.893685311,0.799957112,0.862731324,0.912466109,0.93824179,0.001032283,0.001182984,0.067,0.01077033,0.012154941,0.000124148,0.009059834,0.000180593,0.068707072,0.219617325,0.281385793,0.458074888,0.611889368,0.708858985,0.779620479,0.829482934,0.879630116,0.930776037,0.968425848,0.261324937,0.373489234,0.539125491,0.69058747,0.824737478,0.906131619,0.933283043,0.704335846,0.799263132,0.888973586,0.917102395,400,49,1365,0.001183737,44,16,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,337913
109,"Lancaster--Palmdale, CA Urbanized Area",0.07561981,0.320598846,0.356797001,0.440119857,0.519339083,0.588984029,0.65693736,0.731943903,0.805381355,0.885074644,0.951086176,0.207289408,0.330794512,0.49081572,0.620557018,0.757941344,0.843725395,0.883940288,0.295894056,0.539434866,0.70117563,0.742996559,-0.001651297,0.001727127,0.1196,0.017805617,0.012772808,0.000342547,0.006407612,0.000174135,0.108134335,0.338408048,0.375156655,0.483261731,0.603284748,0.690821138,0.758769,0.832983045,0.885814043,0.936309242,0.970200274,0.278067089,0.424028145,0.60609412,0.720034485,0.828375366,0.897241187,0.923723352,0.254468319,0.429517449,0.633462796,0.66817551,400,100,2699,0.001282985,44,11,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,311773
110,"Lansing, MI Urbanized Area",0.051600254,0.22002916,0.286562983,0.444512165,0.530747231,0.605845137,0.67113819,0.734233014,0.799516622,0.869262068,0.937907673,0.277315769,0.37187888,0.522903563,0.635065185,0.76770596,0.85758398,0.897950465,0.700939719,0.745539626,0.866521521,0.923573306,0.001336143,0.002017832,0.0916,0.0088,0.010970185,7.56E-05,0.007970872,0.000175343,0.049712418,0.144088132,0.302334331,0.637439287,0.752269343,0.819831292,0.866233759,0.899143833,0.928057232,0.956536496,0.983308162,0.474469103,0.584943552,0.731232677,0.819209928,0.907884995,0.954137427,0.968146168,0.645193521,0.691722635,0.824869053,0.910081945,400,29,1741,0.001452892,44,13,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,275313
111,"Laredo, TX Urbanized Area",0.088928571,0.361657648,0.40020653,0.487310606,0.56357684,0.637872475,0.714640152,0.788281926,0.853713925,0.910602453,0.957881494,0.272205659,0.412289849,0.601660228,0.722408785,0.828355866,0.905660117,0.930525249,0.035988976,0.942783461,0.946921204,0.952949028,-0.005266795,0.000958933,0.0608,0.005192302,0.020135604,0.000588087,0.00470661,0.000192517,0.115367092,0.384523959,0.425495388,0.546006194,0.653568575,0.75046716,0.830633819,0.880327771,0.926667415,0.957133519,0.983578414,0.331684576,0.450889711,0.663196033,0.761985433,0.866809284,0.936823752,0.960578219,0.046960246,0.950853619,0.956206766,0.960277723,400,57,3376,0.001803752,44,8,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,221760
112,"Las Cruces, NM Urbanized Area",0.068495926,0.269053945,0.31947468,0.457022774,0.539000009,0.615594317,0.687386819,0.742668005,0.805274522,0.871316231,0.938445544,0.264336462,0.385965733,0.571671168,0.688818763,0.8123869,0.884225211,0.911077385,0.352523047,0.876775335,0.896860822,0.911179477,-0.005112807,0.004153006,0.1132,0.010961752,0.013776494,0.000553292,0.007074241,0.000163908,0.074297419,0.235600164,0.341433839,0.580016387,0.696886522,0.765161819,0.834485866,0.879860713,0.917951659,0.956780008,0.97719787,0.416542297,0.560597446,0.731919077,0.82595409,0.904733139,0.946675195,0.962132518,0.352558293,0.89413795,0.919031371,0.9373685,400,86,1739,0.00355426,44,8,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,112541
113,"Lexington-Fayette, KY Urbanized Area",0.057911702,0.227757735,0.268732568,0.392447589,0.486893576,0.57585507,0.654430827,0.727245219,0.798464947,0.872265791,0.939688738,0.224035913,0.324819466,0.49060774,0.618020386,0.746511491,0.83659626,0.873127487,0.720532391,0.757396026,0.903186176,0.938804531,0.006265586,0.001207827,0.0724,0.008260751,0.012832777,0.000113096,0.006886955,0.00016831,0.056580163,0.179101779,0.264777083,0.514817336,0.649796193,0.740875284,0.810901356,0.869707438,0.908533916,0.94893379,0.97872665,0.338103913,0.462293797,0.656362264,0.779735683,0.872529737,0.918861448,0.940035126,0.670564695,0.708273315,0.874706226,0.915896808,400,38,3020,0.001512962,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,264382
114,"Lincoln, NE Urbanized Area",0.061517685,0.243286602,0.289539121,0.427794212,0.518730975,0.603230011,0.677478242,0.74197985,0.805524544,0.873031511,0.939831083,0.220607604,0.322340583,0.478113578,0.618062978,0.769711691,0.865454902,0.901739785,0.818087999,0.863672369,0.906728004,0.950287576,0.005781262,0.00108509,0.0542,0.010107423,0.013187553,0.000195773,0.006358381,0.000165954,0.060881791,0.178385697,0.299520917,0.580829717,0.714334317,0.791886825,0.84812359,0.886228085,0.924575595,0.954091304,0.980607533,0.36603801,0.500297289,0.67074887,0.799413121,0.899755752,0.94652642,0.960424161,0.771004166,0.827256322,0.892955709,0.938705782,400,29,2636,0.001714898,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,233250
115,"Little Rock, AR Urbanized Area",0.068033356,0.27328788,0.299298434,0.377944724,0.468967278,0.558716112,0.640924631,0.713702919,0.786180432,0.861990015,0.935863127,0.179313247,0.287330277,0.462268679,0.598296566,0.748495639,0.846279298,0.884263653,0.595608397,0.638276052,0.944074614,0.963650485,0.001278289,0.002090612,0.0682,0.009662298,0.013513037,0.000273788,0.008971001,0.000242344,0.087357878,0.26301506,0.298495753,0.448057439,0.59794746,0.707908263,0.784416505,0.841323342,0.893136603,0.93645379,0.97345413,0.226924255,0.359046498,0.563072359,0.706069425,0.838864794,0.914283181,0.938056236,0.517594518,0.560674099,0.935760534,0.958727018,400,52,1480,0.001046176,44,16,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,382345
116,"Lorain--Elyria, OH Urbanized Area",0.057131677,0.257228303,0.289955973,0.366533928,0.439024585,0.513874988,0.585881185,0.663992376,0.744850616,0.833148777,0.921190068,0.224126487,0.338370515,0.523919007,0.666710504,0.810297264,0.899114535,0.93333715,0.720117625,0.805898952,0.924166105,0.932174051,0.001223136,0.000924876,0.108,0.011189281,0.010923784,0.000110403,0.009813867,0.000243267,0.074486289,0.263947886,0.309059934,0.452914159,0.592355493,0.665903667,0.74131306,0.811904297,0.870367591,0.92697717,0.975796647,0.302405354,0.442465119,0.663913382,0.791588628,0.895305036,0.954039437,0.966950062,0.611988989,0.695958617,0.885898679,0.897334286,400,43,1500,0.002661875,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,150270
117,"Louisville/Jefferson County, KY--IN Urbanized Area",0.061131433,0.258976316,0.286597956,0.362906864,0.446906218,0.529386118,0.605922862,0.684349618,0.764234425,0.848904957,0.929940794,0.192687697,0.294859362,0.461098161,0.601527479,0.752429227,0.848328427,0.886805671,0.73749219,0.769930088,0.941507532,0.96276742,0.003370191,0.001169513,0.0798,0.012749902,0.012430444,9.52E-05,0.00902574,0.000190513,0.07297394,0.231155665,0.273032471,0.420219202,0.567082953,0.67449756,0.752739271,0.819306668,0.874202783,0.925001744,0.970391914,0.263898401,0.377375821,0.564198526,0.703077791,0.834637232,0.909509326,0.935158925,0.669305693,0.719189537,0.925083298,0.953138343,400,43,1770,0.000474163,44,22,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,843592
118,"Lubbock, TX Urbanized Area",0.065264129,0.255485459,0.312013495,0.471203372,0.564163186,0.641573406,0.706901559,0.765041342,0.824875454,0.88831071,0.949551504,0.259496458,0.366528831,0.540724723,0.664738808,0.797612766,0.875311107,0.906676461,0.547046707,0.786859906,0.864401309,0.887808035,0.006608573,0.001547949,0.059,0.007509993,0.013892489,0.000292148,0.008190632,0.000133473,0.065191775,0.206790231,0.334485362,0.616112187,0.739134967,0.810221676,0.862969644,0.89633004,0.933288684,0.962595919,0.984965708,0.399330522,0.505731924,0.695507946,0.800754779,0.886447155,0.928838838,0.948858569,0.524362417,0.755626449,0.855587298,0.884767142,400,57,2235,0.001855778,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,215543
119,"Lynchburg, VA Urbanized Area",0.054426068,0.226778893,0.301575113,0.462785981,0.542602875,0.606087813,0.667088009,0.730464658,0.796227604,0.868609963,0.939562906,0.277789753,0.386827279,0.547288697,0.685080855,0.812177097,0.884328011,0.917876972,0.703844762,0.721580665,0.937608493,0.963765809,0.003490274,0.000843625,0.074,0.012537942,0.010692079,0.000218715,0.009700974,0.000271678,0.054729286,0.177274916,0.306596052,0.605663763,0.71524489,0.790572066,0.848216396,0.89237099,0.921819057,0.955083818,0.978211581,0.419433455,0.542808239,0.704916175,0.824708963,0.901869212,0.937655154,0.960337342,0.66101737,0.679555677,0.904525235,0.958094149,400,50,1144,0.003937783,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,101580
120,"Macon, GA Urbanized Area",0.073731876,0.287263655,0.325465,0.41435199,0.497470161,0.576711123,0.64552344,0.715012431,0.786331519,0.8628299,0.934803448,0.265830688,0.393802923,0.570274321,0.701285644,0.823677802,0.894554661,0.922012042,0.367684997,0.386521412,0.959159118,0.976577468,-0.005351995,0.002176782,0.1284,0.007863841,0.013189996,0.000371282,0.010739972,0.000233849,0.096694583,0.301611311,0.365960259,0.504768653,0.619502914,0.710839729,0.77646244,0.84261854,0.891666401,0.941032704,0.974572493,0.343022231,0.488682998,0.679624361,0.814950024,0.908066668,0.946461391,0.965130039,0.297948656,0.338058141,0.941768306,0.961056051,400,57,1194,0.003417547,44,10,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,117043
121,"Madison, WI Urbanized Area",0.055489122,0.222051783,0.263306782,0.395055194,0.494940733,0.588228696,0.665451266,0.733757634,0.803173763,0.873423029,0.940198711,0.195925832,0.280404055,0.417175772,0.54078463,0.688017535,0.796863075,0.845459514,0.782326588,0.824936659,0.8835617,0.946414746,0.006806137,0.00158195,0.05,0.006723095,0.011820602,0.000210529,0.005880402,9.29E-05,0.037774843,0.123179127,0.226878442,0.553273842,0.704905474,0.802449285,0.852882553,0.895699387,0.927318726,0.955421587,0.981749508,0.346885891,0.454202012,0.604214982,0.72457515,0.839983769,0.902227427,0.929276041,0.729489842,0.773290001,0.843153594,0.934473902,400,43,2432,0.00108907,44,12,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,367286
122,"Manchester, NH Urbanized Area",0.05173526,0.229203554,0.264499435,0.355227526,0.442442338,0.525823549,0.602034204,0.682595682,0.770158737,0.853554641,0.932023727,0.177119296,0.272213301,0.422639837,0.556884785,0.709502542,0.821398702,0.863068714,0.844564192,0.892110607,0.929147738,0.966854162,0.002320635,0.001788158,0.064,0.009165151,0.009612289,0.000134542,0.007679873,0.000291909,0.067901756,0.204150575,0.263384185,0.422765975,0.588850415,0.692154138,0.761844803,0.81445254,0.869048807,0.926124978,0.969012722,0.240111207,0.346802799,0.518981881,0.673511648,0.817610967,0.899396031,0.92997795,0.791774531,0.866163183,0.918101881,0.956697546,400,52,1580,0.002938756,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,136112
123,"Marysville, WA Urbanized Area",0.064256472,0.284061211,0.311645696,0.378733738,0.453601826,0.538085516,0.618795785,0.698109829,0.778978077,0.865262718,0.938523943,0.164134913,0.246726115,0.37984222,0.51204612,0.669318243,0.786314231,0.840617439,0.801278132,0.862245149,0.870840176,0.914141636,0.0125011,0.002077824,0.08,0.015658863,0.012450516,0.000113708,0.006849925,0.000140801,0.085089365,0.283281848,0.318963298,0.448532657,0.565267358,0.679400191,0.761152177,0.825628861,0.882805605,0.931588335,0.973429685,0.199630577,0.292348033,0.459195536,0.602908884,0.758324937,0.865225141,0.905706683,0.781940169,0.846428479,0.865693909,0.890081839,400,86,1625,0.003009103,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,132930
124,"Mauldin--Simpsonville, SC Urbanized Area",0.066284139,0.285213062,0.310383448,0.370158248,0.432710886,0.514554449,0.599182927,0.69213076,0.784623877,0.864337176,0.939878412,0.150337888,0.235793352,0.381771315,0.50701254,0.656525017,0.767787274,0.814014936,0.721895907,0.771282403,0.933057435,0.965951866,0.010460372,0.001695258,0.0606,0.01105622,0.0125039,0.000130971,0.009055039,0.000176152,0.087778773,0.277562535,0.294028622,0.402801656,0.540293484,0.670484539,0.752597041,0.811620699,0.87995496,0.931072475,0.980882389,0.174480307,0.264688885,0.436192011,0.571268454,0.722071417,0.82562477,0.858969195,0.659855229,0.720315169,0.898660192,0.951510656,400,52,1353,0.003538633,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,113038
125,"McAllen, TX Urbanized Area",0.089183238,0.365193587,0.402859006,0.490243398,0.566304094,0.64092446,0.717126833,0.789522726,0.852631786,0.908503703,0.957771697,0.313470596,0.457330927,0.640471918,0.751860893,0.854462776,0.919118922,0.94262647,0.072275685,0.900107216,0.905380046,0.916302259,-0.001548925,0.001089301,0.0964,0.009414882,0.01911355,0.000533234,0.005016223,0.000159034,0.119446269,0.380079913,0.418273537,0.53392407,0.655844577,0.750613367,0.825336411,0.876082966,0.923241486,0.952467618,0.975579551,0.340630047,0.486009326,0.680177414,0.785797794,0.882310929,0.933879222,0.953740475,0.088542819,0.886206486,0.894884436,0.907196035,400,57,1873,0.000596533,44,19,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,670541
126,"McKinney, TX Urbanized Area",0.072704178,0.329969284,0.355881793,0.411770889,0.472116861,0.55553945,0.655725117,0.758234378,0.841611601,0.909425165,0.959059365,0.153088207,0.222393157,0.343678853,0.448102192,0.579314382,0.694425291,0.748181877,0.626499401,0.784615805,0.892615173,0.955211354,0.020303713,0.002427659,0.0376,0.003878144,0.011817795,0.000211414,0.004423028,0.000195431,0.08154927,0.285202666,0.316007926,0.413712845,0.53467123,0.652437399,0.749227166,0.835748514,0.895759323,0.939484778,0.975406233,0.172634533,0.244904439,0.393930393,0.509894094,0.630190303,0.749851486,0.799342442,0.608760862,0.741236448,0.869528665,0.941473191,400,57,2439,0.002212952,44,9,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,180754
127,"Medford, OR Urbanized Area",0.066396444,0.269460469,0.301642278,0.381309079,0.463752537,0.543400858,0.610530352,0.690406596,0.764208999,0.84235734,0.920793665,0.222597514,0.343262775,0.536423944,0.672581562,0.799344934,0.881777798,0.915935541,0.801335707,0.906881794,0.914999558,0.927462788,0.010582154,0.001973326,0.1014,0.018586016,0.011063732,0.000158361,0.010421314,0.000148444,0.0936152,0.25354144,0.298528104,0.446804307,0.585597155,0.679133327,0.735401232,0.808600876,0.868431624,0.919510027,0.9559024,0.302560823,0.456622542,0.63217733,0.767531495,0.86454485,0.925211859,0.945451026,0.746040379,0.879884528,0.896290807,0.910617163,400,71,2007,0.003080051,44,8,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,129868
128,"Merced, CA Urbanized Area",0.077348601,0.324110478,0.370735962,0.470321235,0.555510796,0.63577121,0.703139397,0.770460006,0.835068632,0.896714695,0.954316572,0.240416108,0.387837405,0.574021779,0.703007992,0.819449228,0.884803287,0.917063497,0.30846106,0.555581756,0.605632132,0.705925815,-0.000167273,0.003373033,0.174,0.006418723,0.015772488,0.000443141,0.006244605,0.000118134,0.097038829,0.327541185,0.415976861,0.560647419,0.671859627,0.760798325,0.825355259,0.874052211,0.911756656,0.949904944,0.979694192,0.296074378,0.469985268,0.647275833,0.806714783,0.891652327,0.933780655,0.955767112,0.273300197,0.510631783,0.57724243,0.684735238,400,71,2653,0.00317191,44,7,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,126107
129,"Midland, TX Urbanized Area",0.074648891,0.298791616,0.329450346,0.416628645,0.516633992,0.601151351,0.668264775,0.741621516,0.807968561,0.879553718,0.94470129,0.174943556,0.25950395,0.409555817,0.537133349,0.670444464,0.768429378,0.815128871,0.473464776,0.81051861,0.884850655,0.902246941,0.010103178,0.011041243,0.039,0.003286335,0.01755201,0.000601914,0.006579087,0.000111532,0.082069658,0.267509694,0.309133084,0.469611203,0.617738194,0.713613073,0.781938097,0.853872386,0.912841019,0.954801966,0.981252597,0.178254447,0.267399983,0.44114954,0.57400105,0.726825457,0.819499213,0.850288728,0.44515171,0.775367699,0.870147747,0.888693302,400,57,2122,0.003564554,44,7,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,112216
130,"Mission Viejo--Lake Forest--San Clemente, CA Urbanized Area",0.057219404,0.259033916,0.285845478,0.354406477,0.417055668,0.484815153,0.55740041,0.644037387,0.738937464,0.837684568,0.927312617,0.146339906,0.223957718,0.34615183,0.442806021,0.552229458,0.647016712,0.696725781,0.668424612,0.772410262,0.787917914,0.884136421,0.001805266,0.001524913,0.0646,0.010268398,0.012809139,0.000213496,0.006445054,0.000180757,0.075355628,0.239932537,0.270350479,0.368215493,0.491895486,0.60014217,0.69059325,0.778025239,0.844637128,0.909386749,0.958019239,0.153595,0.240159466,0.376592212,0.48200398,0.603782773,0.699560697,0.748724829,0.661167582,0.757111614,0.784206079,0.888480752,400,100,3344,0.000794758,44,12,0.807265389,0.807265389,1.098,0.05,0.04,0.075,0.09,0.0025,0.0025,0.0073,0.0073,503298
